LPID,ADate,StartTime,StopTime,DayNight,SCC,CenterLatdec,CenterLongdec
_199051_,11/12/2019,2019:345:10:50:49.6902580,2019:345:10:51:21.4602570,DAY,39.66,13.0125,-7.68924
_199052_,11/12/2019,2019:345:10:51:13.5940060,2019:345:10:51:45.3640050,DAY,11.27,11.56789,-8.00596
_199053_,11/12/2019,2019:345:10:51:37.5062250,2019:345:10:52:09.2762240,DAY,12.94,10.12252,-8.3206
_199054_,11/12/2019,2019:345:10:52:01.4184440,2019:345:10:52:33.1884430,DAY,3.45,8.67688,-8.63332
_199055_,11/12/2019,2019:345:10:52:25.3306630,2019:345:10:52:57.1006620,DAY,56.74,7.23103,-8.94438
_201051_,09/12/2019,2019:343:11:03:11.5426850,2019:343:11:03:43.3126840,DAY,14.53,13.01228,-10.77952
_201052_,09/12/2019,2019:343:11:03:35.4506680,2019:343:11:04:07.2206670,DAY,5.81,11.56742,-11.09633
_201053_,09/12/2019,2019:343:11:03:59.3544150,2019:343:11:04:31.1244140,DAY,23.8,10.12252,-11.41085
_201054_,09/12/2019,2019:343:11:04:23.2623990,2019:343:11:04:55.0323970,DAY,67.04,8.67715,-11.72354
_201055_,09/12/2019,2019:343:11:04:47.1746180,2019:343:11:05:18.9446170,DAY,92.17,7.23136,-12.03464
_203051_,07/12/2019,2019:341:11:15:33.3569210,2019:341:11:16:05.1269200,DAY,0.01,13.01254,-13.86983
_203052_,07/12/2019,2019:341:11:15:57.2649040,2019:341:11:16:29.0349030,DAY,0.95,11.56767,-14.18665
_203053_,07/12/2019,2019:341:11:16:21.1728870,2019:341:11:16:52.9428860,DAY,1.29,10.12251,-14.50124
_198052_,04/12/2019,2019:338:10:45:03.4752610,2019:338:10:45:35.2452600,DAY,0,11.56768,-6.46152
_198053_,04/12/2019,2019:338:10:45:27.3874800,2019:338:10:45:59.1574790,DAY,0,10.12223,-6.77615
_198054_,04/12/2019,2019:338:10:45:51.2954630,2019:338:10:46:23.0654620,DAY,0,8.67692,-7.08884
_198055_,04/12/2019,2019:338:10:46:15.2034460,2019:338:10:46:46.9734450,DAY,30.39,7.23131,-7.39984
_200051_,02/12/2019,2019:336:10:57:01.2926840,2019:336:10:57:33.0626830,DAY,1.19,13.01237,-9.23442
_200052_,02/12/2019,2019:336:10:57:25.2006670,2019:336:10:57:56.9706660,DAY,4.31,11.56749,-9.55124
_200053_,02/12/2019,2019:336:10:57:49.1086500,2019:336:10:58:20.8786490,DAY,0,10.12234,-9.86581
_200054_,02/12/2019,2019:336:10:58:13.0166340,2019:336:10:58:44.7866330,DAY,12.93,8.67693,-10.17845
_200055_,02/12/2019,2019:336:10:58:36.9246170,2019:336:10:59:08.6946160,DAY,25.66,7.23138,-10.4895
_202051_,30/11/2019,2019:334:11:09:22.9715280,2019:334:11:09:54.7415270,DAY,0,13.01237,-12.32366
_202052_,30/11/2019,2019:334:11:09:46.8752750,2019:334:11:10:18.6452740,DAY,0,11.56773,-12.6404
_202053_,30/11/2019,2019:334:11:10:10.7832580,2019:334:11:10:42.5532570,DAY,4.38,10.12257,-12.95497
_202054_,30/11/2019,2019:334:11:10:34.6997140,2019:334:11:11:06.4697130,DAY,20.02,8.67671,-13.26777
_202055_,30/11/2019,2019:334:11:10:58.6076970,2019:334:11:11:30.3776960,DAY,52.33,7.231,-13.57875
_204051_,28/11/2019,2019:332:11:21:44.6122190,2019:332:11:22:16.3822180,DAY,0,13.01269,-15.41263
_204052_,28/11/2019,2019:332:11:22:08.5202020,2019:332:11:22:40.2902010,DAY,0.03,11.56784,-15.72949
_199051_,25/11/2019,2019:329:10:50:50.5177030,2019:329:10:51:22.2877020,DAY,0,13.01243,-7.68614
_199052_,25/11/2019,2019:329:10:51:14.4256860,2019:329:10:51:46.1956850,DAY,0,11.56755,-8.00299
_199053_,25/11/2019,2019:329:10:51:38.3336690,2019:329:10:52:10.1036680,DAY,0.02,10.12237,-8.31765
_199054_,25/11/2019,2019:329:10:52:02.2416530,2019:329:10:52:34.0116520,DAY,5.39,8.67695,-8.63035
_199055_,25/11/2019,2019:329:10:52:26.1496360,2019:329:10:52:57.9196350,DAY,45.12,7.23137,-8.94143
_201051_,23/11/2019,2019:327:11:03:12.0142630,2019:327:11:03:43.7842620,DAY,0,13.01254,-10.77545
_201052_,23/11/2019,2019:327:11:03:35.9264820,2019:327:11:04:07.6964810,DAY,0,11.56742,-11.09239
_201053_,23/11/2019,2019:327:11:03:59.8344660,2019:327:11:04:31.6044650,DAY,0,10.1222,-11.40699
_201054_,23/11/2019,2019:327:11:04:23.7424490,2019:327:11:04:55.5124480,DAY,18.55,8.6768,-11.71975
_201055_,23/11/2019,2019:327:11:04:47.6546680,2019:327:11:05:19.4246670,DAY,49.95,7.23098,-12.03092
_203051_,21/11/2019,2019:325:11:15:33.5744820,2019:325:11:16:05.3444810,DAY,0,13.01268,-13.86516
_203052_,21/11/2019,2019:325:11:15:57.4867010,2019:325:11:16:29.2567000,DAY,0.78,11.56752,-14.18208
_203053_,21/11/2019,2019:325:11:16:21.3946840,2019:325:11:16:53.1646830,DAY,6.78,10.12232,-14.49671
_198052_,18/11/2019,2019:322:10:45:04.4130690,2019:322:10:45:36.1830680,DAY,13.55,11.56768,-6.46023
_198053_,18/11/2019,2019:322:10:45:28.3210520,2019:322:10:46:00.0910510,DAY,0.04,10.12246,-6.77485
_198054_,18/11/2019,2019:322:10:45:52.2290360,2019:322:10:46:23.9990350,DAY,1.94,8.67701,-7.08754
_198055_,18/11/2019,2019:322:10:46:16.1412550,2019:322:10:46:47.9112540,DAY,45.09,7.23115,-7.39867
_200051_,16/11/2019,2019:320:10:57:02.6922410,2019:320:10:57:34.4622400,DAY,18.1,13.01273,-9.23505
_200052_,16/11/2019,2019:320:10:57:26.6002240,2019:320:10:57:58.3702230,DAY,33.95,11.56778,-9.5519
_200053_,16/11/2019,2019:320:10:57:50.5082070,2019:320:10:58:22.2782060,DAY,78.64,10.12259,-9.86653
_200054_,16/11/2019,2019:320:10:58:14.4204270,2019:320:10:58:46.1904260,DAY,81.11,8.67689,-10.17929
_200055_,16/11/2019,2019:320:10:58:38.3284100,2019:320:10:59:10.0984090,DAY,47.6,7.2313,-10.49037
_202051_,14/11/2019,2019:318:11:09:24.8328110,2019:318:11:09:56.6028100,DAY,3.62,13.01255,-12.32662
_202052_,14/11/2019,2019:318:11:09:48.7407940,2019:318:11:10:20.5107930,DAY,3.98,11.56762,-12.64348
_202053_,14/11/2019,2019:318:11:10:12.6487770,2019:318:11:10:44.4187760,DAY,2.09,10.12242,-12.95814
_202054_,14/11/2019,2019:318:11:10:36.5567600,2019:318:11:11:08.3267590,DAY,3.1,8.67697,-13.27085
_202055_,14/11/2019,2019:318:11:11:00.4647440,2019:318:11:11:32.2347430,DAY,25.74,7.23138,-13.58198
_204051_,12/11/2019,2019:316:11:21:46.9309890,2019:316:11:22:18.7009880,DAY,0.15,13.0127,-15.41831
_204052_,12/11/2019,2019:316:11:22:10.8389720,2019:316:11:22:42.6089710,DAY,0.14,11.56779,-15.73522
_199051_,09/11/2019,2019:313:10:50:53.5272150,2019:313:10:51:25.2972140,DAY,1.51,13.01223,-7.69594
_199052_,09/11/2019,2019:313:10:51:17.4309630,2019:313:10:51:49.2009620,DAY,8,11.56754,-8.01278
_199053_,09/11/2019,2019:313:10:51:41.3389460,2019:313:10:52:13.1089450,DAY,5.67,10.12238,-8.32748
_199054_,09/11/2019,2019:313:10:52:05.2469290,2019:313:10:52:37.0169280,DAY,33.7,8.67694,-8.64025
_199055_,09/11/2019,2019:313:10:52:29.1591480,2019:313:10:53:00.9291470,DAY,56.2,7.23107,-8.95143
_201051_,07/11/2019,2019:311:11:03:15.4857220,2019:311:11:03:47.2557210,DAY,6.66,13.0125,-10.78765
_201052_,07/11/2019,2019:311:11:03:39.3894690,2019:311:11:04:11.1594680,DAY,8.86,11.56783,-11.1045
_201053_,07/11/2019,2019:311:11:04:03.2974530,2019:311:11:04:35.0674510,DAY,39.9,10.12268,-11.41922
_201054_,07/11/2019,2019:311:11:04:27.2096720,2019:311:11:04:58.9796710,DAY,72.76,8.67699,-11.73201
_201055_,07/11/2019,2019:311:11:04:51.1218910,2019:311:11:05:22.8918900,DAY,81.46,7.23111,-12.04318
_203051_,05/11/2019,2019:309:11:15:37.4231330,2019:309:11:16:09.1931320,DAY,83.38,13.0124,-13.87922
_203052_,05/11/2019,2019:309:11:16:01.3311160,2019:309:11:16:33.1011150,DAY,90.95,11.56742,-14.19608
_203053_,05/11/2019,2019:309:11:16:25.2348630,2019:309:11:16:57.0048620,DAY,98.75,10.1225,-14.51072
_198052_,02/11/2019,2019:306:10:45:07.7156460,2019:306:10:45:39.4856450,DAY,34.91,11.56757,-6.47248
_198053_,02/11/2019,2019:306:10:45:31.6193930,2019:306:10:46:03.3893920,DAY,69.82,10.12261,-6.78709
_198054_,02/11/2019,2019:306:10:45:55.5316120,2019:306:10:46:27.3016110,DAY,55.62,8.67695,-7.09989
_198055_,02/11/2019,2019:306:10:46:19.4438310,2019:306:10:46:51.2138300,DAY,44.57,7.23112,-7.41108
_200051_,31/10/2019,2019:304:10:57:05.6391580,2019:304:10:57:37.4091570,DAY,2.67,13.01247,-9.24627
_200052_,31/10/2019,2019:304:10:57:29.5429050,2019:304:10:58:01.3129040,DAY,4.38,11.56784,-9.56313
_200053_,31/10/2019,2019:304:10:57:53.4551240,2019:304:10:58:25.2251230,DAY,17.31,10.12235,-9.87785
_200054_,31/10/2019,2019:304:10:58:17.3631080,2019:304:10:58:49.1331070,DAY,63.75,8.67697,-10.19064
_200055_,31/10/2019,2019:304:10:58:41.2710910,2019:304:10:59:13.0410900,DAY,86.71,7.23136,-10.50175
_202051_,29/10/2019,2019:302:11:09:27.4155480,2019:302:11:09:59.1855470,DAY,0,13.01243,-12.33685
_202052_,29/10/2019,2019:302:11:09:51.3235320,2019:302:11:10:23.0935310,DAY,0,11.56754,-12.65377
_202053_,29/10/2019,2019:302:11:10:15.2272790,2019:302:11:10:46.9972780,DAY,3.71,10.12264,-12.96842
_202054_,29/10/2019,2019:302:11:10:39.1352620,2019:302:11:11:10.9052610,DAY,18.63,8.67719,-13.28118
_202055_,29/10/2019,2019:302:11:11:03.0517170,2019:302:11:11:34.8217160,DAY,61.26,7.23108,-13.59244
_204051_,27/10/2019,2019:300:11:21:49.1496530,2019:300:11:22:20.9196520,DAY,0.03,13.01237,-15.4276
_204052_,27/10/2019,2019:300:11:22:13.0534000,2019:300:11:22:44.8233990,DAY,20.79,11.56776,-15.7445
_199051_,24/10/2019,2019:297:10:50:55.1784980,2019:297:10:51:26.9484960,DAY,23.43,13.01246,-7.70369
_199052_,24/10/2019,2019:297:10:51:19.0864810,2019:297:10:51:50.8564800,DAY,18.41,11.56763,-8.02065
_199053_,24/10/2019,2019:297:10:51:42.9944640,2019:297:10:52:14.7644630,DAY,27.49,10.12245,-8.33539
_199054_,24/10/2019,2019:297:10:52:06.9066830,2019:297:10:52:38.6766820,DAY,33.72,8.67679,-8.64824
_199055_,24/10/2019,2019:297:10:52:30.8189020,2019:297:10:53:02.5889010,DAY,72.2,7.23096,-8.95944
_201051_,22/10/2019,2019:295:11:03:16.7770150,2019:295:11:03:48.5470140,DAY,13.7,13.01258,-10.79426
_201052_,22/10/2019,2019:295:11:03:40.6892340,2019:295:11:04:12.4592330,DAY,49.13,11.56742,-11.11122
_201053_,22/10/2019,2019:295:11:04:04.5972170,2019:295:11:04:36.3672160,DAY,46.16,10.12228,-11.42599
_201054_,22/10/2019,2019:295:11:04:28.5009650,2019:295:11:05:00.2709640,DAY,36.4,8.67714,-11.73871
_201055_,22/10/2019,2019:295:11:04:52.4174200,2019:295:11:05:24.1874190,DAY,40.66,7.23107,-12.04999
_203051_,20/10/2019,2019:293:11:15:38.3543660,2019:293:11:16:10.1243650,DAY,39.2,13.01263,-13.88442
_203052_,20/10/2019,2019:293:11:16:02.2665850,2019:293:11:16:34.0365840,DAY,32.95,11.56751,-14.20141
_203053_,20/10/2019,2019:293:11:16:26.1745680,2019:293:11:16:57.9445670,DAY,21.73,10.12236,-14.5161
_198052_,17/10/2019,2019:290:10:45:08.1004680,2019:290:10:45:39.8704670,DAY,69.66,11.56769,-6.47587
_198053_,17/10/2019,2019:290:10:45:32.0126870,2019:290:10:46:03.7826860,DAY,30.24,10.1223,-6.79064
_198054_,17/10/2019,2019:290:10:45:55.9206700,2019:290:10:46:27.6906690,DAY,18.36,8.67695,-7.10346
_198055_,17/10/2019,2019:290:10:46:19.8286540,2019:290:10:46:51.5986530,DAY,61.03,7.23139,-7.41461
_200051_,15/10/2019,2019:288:10:57:05.6598310,2019:288:10:57:37.4298290,DAY,100,13.01242,-9.24884
_200052_,15/10/2019,2019:288:10:57:29.5635780,2019:288:10:58:01.3335770,DAY,98.82,11.56784,-9.56574
_200053_,15/10/2019,2019:288:10:57:53.4757970,2019:288:10:58:25.2457960,DAY,78.3,10.12246,-9.88053
_200054_,15/10/2019,2019:288:10:58:17.3880160,2019:288:10:58:49.1580150,DAY,66.69,8.67681,-10.19341
_200055_,15/10/2019,2019:288:10:58:41.3002350,2019:288:10:59:13.0702340,DAY,74.63,7.23103,-10.50463
_202051_,13/10/2019,2019:286:11:09:27.0764190,2019:286:11:09:58.8464180,DAY,93.41,13.01242,-12.33878
_202052_,13/10/2019,2019:286:11:09:50.9844030,2019:286:11:10:22.7544010,DAY,98.41,11.56755,-12.65575
_202053_,13/10/2019,2019:286:11:10:14.8923860,2019:286:11:10:46.6623850,DAY,93.97,10.12244,-12.97053
_202054_,13/10/2019,2019:286:11:10:38.8046050,2019:286:11:11:10.5746040,DAY,79.9,8.67686,-13.28343
_202055_,13/10/2019,2019:286:11:11:02.7125880,2019:286:11:11:34.4825870,DAY,23.07,7.23131,-13.59462
_204051_,11/10/2019,2019:284:11:21:48.4633720,2019:284:11:22:20.2333710,DAY,15.48,13.01247,-15.42891
_204052_,11/10/2019,2019:284:11:22:12.3671190,2019:284:11:22:44.1371180,DAY,22.07,11.56789,-15.74583
_199051_,08/10/2019,2019:281:10:50:53.9967400,2019:281:10:51:25.7667390,DAY,25.75,13.01231,-7.70364
_199052_,08/10/2019,2019:281:10:51:17.9047230,2019:281:10:51:49.6747220,DAY,48.91,11.56747,-8.02062
_199053_,08/10/2019,2019:281:10:51:41.8084710,2019:281:10:52:13.5784690,DAY,70.77,10.12261,-8.33529
_199054_,08/10/2019,2019:281:10:52:05.7206900,2019:281:10:52:37.4906890,DAY,88.33,8.67707,-8.64822
_199055_,08/10/2019,2019:281:10:52:29.6371450,2019:281:10:53:01.4071440,DAY,100,7.23102,-8.95955
_201051_,06/10/2019,2019:279:11:03:15.2693720,2019:279:11:03:47.0393710,DAY,15.05,13.01253,-10.79315
_201052_,06/10/2019,2019:279:11:03:39.1773550,2019:279:11:04:10.9473540,DAY,41.76,11.56774,-11.11015
_201053_,06/10/2019,2019:279:11:04:03.0895750,2019:279:11:04:34.8595730,DAY,36.1,10.12238,-11.42494
_201054_,06/10/2019,2019:279:11:04:26.9975580,2019:279:11:04:58.7675570,DAY,66.92,8.67702,-11.73777
_201055_,06/10/2019,2019:279:11:04:50.9140130,2019:279:11:05:22.6840120,DAY,63.66,7.23103,-12.04909
_203051_,04/10/2019,2019:277:11:15:36.5292510,2019:277:11:16:08.2992500,DAY,83.07,13.01235,-13.88254
_203052_,04/10/2019,2019:277:11:16:00.4372350,2019:277:11:16:32.2072330,DAY,70.62,11.56751,-14.19948
_203053_,04/10/2019,2019:277:11:16:24.3452180,2019:277:11:16:56.1152170,DAY,74.76,10.12241,-14.51425
_198052_,01/10/2019,2019:274:10:45:05.7926780,2019:274:10:45:37.5626760,DAY,69.28,11.56782,-6.47281
_198053_,01/10/2019,2019:274:10:45:29.7091330,2019:274:10:46:01.4791320,DAY,80.85,10.12225,-6.7877
_198054_,01/10/2019,2019:274:10:45:53.6128800,2019:274:10:46:25.3828790,DAY,75.5,8.67716,-7.10047
_198055_,01/10/2019,2019:274:10:46:17.5293350,2019:274:10:46:49.2993340,DAY,85.32,7.23118,-7.41181
_200051_,29/09/2019,2019:272:10:57:03.0344340,2019:272:10:57:34.8044330,DAY,29.02,13.0126,-9.245
_200052_,29/09/2019,2019:272:10:57:26.9424170,2019:272:10:57:58.7124160,DAY,28.73,11.56778,-9.56201
_200053_,29/09/2019,2019:272:10:57:50.8588720,2019:272:10:58:22.6288710,DAY,23.77,10.12221,-9.87692
_200054_,29/09/2019,2019:272:10:58:14.7668550,2019:272:10:58:46.5368540,DAY,70.57,8.6769,-10.18977
_200055_,29/09/2019,2019:272:10:58:38.6790750,2019:272:10:59:10.4490730,DAY,69.16,7.23117,-10.50108
_202051_,27/09/2019,2019:270:11:09:24.1333270,2019:270:11:09:55.9033260,DAY,5.47,13.01239,-12.33431
_202052_,27/09/2019,2019:270:11:09:48.0413100,2019:270:11:10:19.8113090,DAY,10.17,11.56761,-12.65137
_202053_,27/09/2019,2019:270:11:10:11.9535290,2019:270:11:10:43.7235280,DAY,74.05,10.12229,-12.96625
_202054_,27/09/2019,2019:270:11:10:35.8615120,2019:270:11:11:07.6315110,DAY,57.44,8.67697,-13.27913
_202055_,27/09/2019,2019:270:11:10:59.7779680,2019:270:11:11:31.5479670,DAY,71.19,7.23102,-13.59051
_204051_,25/09/2019,2019:268:11:21:45.2026730,2019:268:11:22:16.9726720,DAY,58.15,13.01248,-15.42368
_204052_,25/09/2019,2019:268:11:22:09.1106560,2019:268:11:22:40.8806550,DAY,99.33,11.56771,-15.74072
_199051_,22/09/2019,2019:265:10:50:50.2787420,2019:265:10:51:22.0487410,DAY,44.78,13.01242,-7.69692
_199052_,22/09/2019,2019:265:10:51:14.1867250,2019:265:10:51:45.9567240,DAY,62.48,11.56764,-8.01393
_199053_,22/09/2019,2019:265:10:51:38.0989440,2019:265:10:52:09.8689430,DAY,66.1,10.12231,-8.32879
_199054_,22/09/2019,2019:265:10:52:02.0069280,2019:265:10:52:33.7769260,DAY,66.8,8.67703,-8.64169
_199055_,22/09/2019,2019:265:10:52:25.9191470,2019:265:10:52:57.6891460,DAY,72.57,7.23129,-8.95295
_201051_,20/09/2019,2019:263:11:03:11.2633550,2019:263:11:03:43.0333540,DAY,99.96,13.01253,-10.78555
_201052_,20/09/2019,2019:263:11:03:35.1755750,2019:263:11:04:06.9455730,DAY,100,11.56747,-11.10263
_201053_,20/09/2019,2019:263:11:03:59.0835580,2019:263:11:04:30.8535570,DAY,84.43,10.1224,-11.41741
_201054_,20/09/2019,2019:263:11:04:22.9915410,2019:263:11:04:54.7615400,DAY,76.33,8.67713,-11.73028
_201055_,20/09/2019,2019:263:11:04:46.9037600,2019:263:11:05:18.6737590,DAY,86.85,7.23141,-12.04157
_203051_,18/09/2019,2019:261:11:15:32.2268020,2019:261:11:16:03.9968010,DAY,63.26,13.01257,-13.8741
_203052_,18/09/2019,2019:261:11:15:56.1347860,2019:261:11:16:27.9047840,DAY,99.92,11.56777,-14.19111
_203053_,18/09/2019,2019:261:11:16:20.0512410,2019:261:11:16:51.8212400,DAY,83.93,10.12222,-14.50605
_198052_,15/09/2019,2019:258:10:45:01.0501370,2019:258:10:45:32.8201350,DAY,61.48,11.56739,-6.46398
_198053_,15/09/2019,2019:258:10:45:24.9538840,2019:258:10:45:56.7238830,DAY,93.8,10.12259,-6.77876
_198054_,15/09/2019,2019:258:10:45:48.8703390,2019:258:10:46:20.6403380,DAY,93.26,8.67679,-7.09176
_198055_,15/09/2019,2019:258:10:46:12.7783220,2019:258:10:46:44.5483210,DAY,6.13,7.23135,-7.40303
_200051_,13/09/2019,2019:256:10:56:57.9997030,2019:256:10:57:29.7697020,DAY,47.23,13.01232,-9.23566
_200052_,13/09/2019,2019:256:10:57:21.9076860,2019:256:10:57:53.6776850,DAY,75.74,11.56757,-9.55272
_200053_,13/09/2019,2019:256:10:57:45.8199050,2019:256:10:58:17.5899040,DAY,76.63,10.12227,-9.86763
_200054_,13/09/2019,2019:256:10:58:09.7278880,2019:256:10:58:41.4978870,DAY,82.14,8.67699,-10.18057
_200055_,13/09/2019,2019:256:10:58:33.6401070,2019:256:10:59:05.4101060,DAY,97.93,7.23129,-10.49192
_202051_,11/09/2019,2019:254:11:09:18.8191990,2019:254:11:09:50.5891980,DAY,32.91,13.01253,-12.32436
_202052_,11/09/2019,2019:254:11:09:42.7271820,2019:254:11:10:14.4971810,DAY,52.99,11.56775,-12.64144
_202053_,11/09/2019,2019:254:11:10:06.6436370,2019:254:11:10:38.4136360,DAY,71.3,10.1222,-12.95643
_202054_,11/09/2019,2019:254:11:10:30.5473850,2019:254:11:11:02.3173830,DAY,45.34,8.67719,-13.26932
_202055_,11/09/2019,2019:254:11:10:54.4638400,2019:254:11:11:26.2338380,DAY,30.23,7.23123,-13.58071
_204051_,09/09/2019,2019:252:11:21:39.6217780,2019:252:11:22:11.3917770,DAY,56.45,13.01272,-15.41299
_204052_,09/09/2019,2019:252:11:22:03.5339970,2019:252:11:22:35.3039960,DAY,62.6,11.56768,-15.73012
_199051_,06/09/2019,2019:249:10:50:44.2957220,2019:249:10:51:16.0657210,DAY,19.99,13.01248,-7.68528
_199052_,06/09/2019,2019:249:10:51:08.2037050,2019:249:10:51:39.9737040,DAY,50.63,11.5677,-8.00236
_199053_,06/09/2019,2019:249:10:51:32.1159240,2019:249:10:52:03.8859230,DAY,79.76,10.12239,-8.31726
_199054_,06/09/2019,2019:249:10:51:56.0281430,2019:249:10:52:27.7981420,DAY,86.63,8.67689,-8.63024
_199055_,06/09/2019,2019:249:10:52:19.9403620,2019:249:10:52:51.7103610,DAY,95.16,7.23118,-8.94159
_201051_,04/09/2019,2019:247:11:03:05.4160890,2019:247:11:03:37.1860880,DAY,38.29,13.01228,-10.77508
_201052_,04/09/2019,2019:247:11:03:29.3240720,2019:247:11:04:01.0940710,DAY,74.71,11.56749,-11.09216
_201053_,04/09/2019,2019:247:11:03:53.2278190,2019:247:11:04:24.9978180,DAY,94.68,10.12267,-11.40691
_201054_,04/09/2019,2019:247:11:04:17.1442740,2019:247:11:04:48.9142730,DAY,94.06,8.67686,-11.71994
_201055_,04/09/2019,2019:247:11:04:41.0522570,2019:247:11:05:12.8222560,DAY,18.73,7.23142,-12.03125
_203051_,02/09/2019,2019:245:11:15:26.7566690,2019:245:11:15:58.5266680,DAY,48.88,13.01254,-13.86574
_203052_,02/09/2019,2019:245:11:15:50.6646530,2019:245:11:16:22.4346520,DAY,59.33,11.56772,-14.18282
_203053_,02/09/2019,2019:245:11:16:14.5726360,2019:245:11:16:46.3426350,DAY,60.28,10.1227,-14.49771
_198052_,30/08/2019,2019:242:10:44:56.1349130,2019:242:10:45:27.9049120,DAY,75.25,11.56776,-6.45897
_198053_,30/08/2019,2019:242:10:45:20.0471330,2019:242:10:45:51.8171320,DAY,97.53,10.12244,-6.77391
_198054_,30/08/2019,2019:242:10:45:43.9551160,2019:242:10:46:15.7251150,DAY,40.43,8.67716,-7.08688
_198055_,30/08/2019,2019:242:10:46:07.8715710,2019:242:10:46:39.6415700,DAY,90.81,7.23115,-7.39831
_200051_,28/08/2019,2019:240:10:56:53.4532090,2019:240:10:57:25.2232080,DAY,65.1,13.01243,-9.23275
_200052_,28/08/2019,2019:240:10:57:17.3569570,2019:240:10:57:49.1269550,DAY,74.15,11.56788,-9.54983
_200053_,28/08/2019,2019:240:10:57:41.2691760,2019:240:10:58:13.0391750,DAY,76.43,10.12258,-9.86483
_200054_,28/08/2019,2019:240:10:58:05.1856310,2019:240:10:58:36.9556300,DAY,90.58,8.67679,-10.17792
_200055_,28/08/2019,2019:240:10:58:29.0978500,2019:240:10:59:00.8678490,DAY,92.2,7.23106,-10.48933
_202051_,26/08/2019,2019:238:11:09:14.6497740,2019:238:11:09:46.4197730,DAY,47.99,13.01229,-12.3235
_202052_,26/08/2019,2019:238:11:09:38.5577570,2019:238:11:10:10.3277560,DAY,92.36,11.5675,-12.64064
_202053_,26/08/2019,2019:238:11:10:02.4657400,2019:238:11:10:34.2357390,DAY,24.47,10.12239,-12.95552
_202054_,26/08/2019,2019:238:11:10:26.3737230,2019:238:11:10:58.1437220,DAY,37.33,8.67712,-13.2685
_202055_,26/08/2019,2019:238:11:10:50.2901780,2019:238:11:11:22.0601770,DAY,16.49,7.23115,-13.57998
_204051_,24/08/2019,2019:236:11:21:35.8336270,2019:236:11:22:07.6036260,DAY,50.52,13.01253,-15.41398
_204052_,24/08/2019,2019:236:11:21:59.7458460,2019:236:11:22:31.5158450,DAY,66.19,11.56746,-15.73117
_199051_,21/08/2019,2019:233:10:50:41.0921270,2019:233:10:51:12.8621250,DAY,62.14,13.01272,-7.6892
_199052_,21/08/2019,2019:233:10:51:05.0085820,2019:233:10:51:36.7785810,DAY,62.39,11.56738,-8.00641
_199053_,21/08/2019,2019:233:10:51:28.9123290,2019:233:10:52:00.6823280,DAY,70.11,10.12261,-8.32126
_199054_,21/08/2019,2019:233:10:51:52.8245480,2019:233:10:52:24.5945470,DAY,77.72,8.67702,-8.63424
_199055_,21/08/2019,2019:233:10:52:16.7410030,2019:233:10:52:48.5110020,DAY,44.48,7.23099,-8.9457
_201051_,19/08/2019,2019:231:11:03:02.1997930,2019:231:11:03:33.9697920,DAY,86.51,13.01266,-10.7795
_201052_,19/08/2019,2019:231:11:03:26.1077770,2019:231:11:03:57.8777760,DAY,79.72,11.56788,-11.09663
_201053_,19/08/2019,2019:231:11:03:50.0199960,2019:231:11:04:21.7899950,DAY,93.14,10.12251,-11.41159
_201054_,19/08/2019,2019:231:11:04:13.9322150,2019:231:11:04:45.7022140,DAY,92.52,8.67692,-11.72461
_201055_,19/08/2019,2019:231:11:04:37.8486700,2019:231:11:05:09.6186690,DAY,90.12,7.23095,-12.03607
_203051_,17/08/2019,2019:229:11:15:23.2820610,2019:229:11:15:55.0520600,DAY,92.19,13.01269,-13.86986
_203052_,17/08/2019,2019:229:11:15:47.1900440,2019:229:11:16:18.9600430,DAY,47.05,11.56789,-14.18701
_203053_,17/08/2019,2019:229:11:16:11.1022640,2019:229:11:16:42.8722620,DAY,99.94,10.1225,-14.50195
_198052_,14/08/2019,2019:226:10:44:52.2834570,2019:226:10:45:24.0534560,DAY,29.56,11.56777,-6.4624
_198053_,14/08/2019,2019:226:10:45:16.1914400,2019:226:10:45:47.9614390,DAY,23.52,10.12265,-6.77731
_198054_,14/08/2019,2019:226:10:45:40.1078950,2019:226:10:46:11.8778940,DAY,62.86,8.67685,-7.09046
_198055_,14/08/2019,2019:226:10:46:04.0201140,2019:226:10:46:35.7901130,DAY,94,7.23109,-7.40188
_200051_,12/08/2019,2019:224:10:56:49.3688580,2019:224:10:57:21.1388570,DAY,81.54,13.01229,-9.23555
_200052_,12/08/2019,2019:224:10:57:13.2726050,2019:224:10:57:45.0426040,DAY,33.59,11.56769,-9.55266
_200053_,12/08/2019,2019:224:10:57:37.1848240,2019:224:10:58:08.9548230,DAY,76.93,10.12235,-9.86766
_200054_,12/08/2019,2019:224:10:58:01.0928070,2019:224:10:58:32.8628060,DAY,98.84,8.67704,-10.1807
