LPID,ADate,StartTime,StopTime,DayNight,SCC,CenterLatdec,CenterLongdec
_203051_,08/08/2016,2016:221:11:15:16.3376430,2016:221:11:15:48.1076400,DAY,3.66,13.01224,-13.8637
_203052_,08/08/2016,2016:221:11:15:40.2456240,2016:221:11:16:12.0156210,DAY,57.82,11.56743,-14.18084
_203053_,08/08/2016,2016:221:11:16:04.1536060,2016:221:11:16:35.9236030,DAY,63.67,10.1223,-14.49575
_198052_,05/08/2016,2016:218:10:44:46.0249160,2016:218:10:45:17.7949130,DAY,36.62,11.56783,-6.45868
_198053_,05/08/2016,2016:218:10:45:09.9371340,2016:218:10:45:41.7071310,DAY,49.68,10.12248,-6.77365
_198054_,05/08/2016,2016:218:10:45:33.8493510,2016:218:10:46:05.6193480,DAY,77.33,8.67686,-7.08672
_198055_,05/08/2016,2016:218:10:45:57.7615690,2016:218:10:46:29.5315660,DAY,98.01,7.23109,-7.39814
_200051_,03/08/2016,2016:216:10:56:43.5319360,2016:216:10:57:15.3019330,DAY,62.81,13.01273,-9.23355
_200052_,03/08/2016,2016:216:10:57:07.4441530,2016:216:10:57:39.2141500,DAY,89.3,11.56762,-9.55076
_200053_,03/08/2016,2016:216:10:57:31.3521350,2016:216:10:58:03.1221320,DAY,17.99,10.12254,-9.86572
_200054_,03/08/2016,2016:216:10:57:55.2643520,2016:216:10:58:27.0343490,DAY,3.29,8.67693,-10.17878
_200055_,03/08/2016,2016:216:10:58:19.1723340,2016:216:10:58:50.9423310,DAY,99.96,7.23135,-10.49012
_202051_,01/08/2016,2016:214:11:09:04.8876960,2016:214:11:09:36.6576930,DAY,36.46,13.01249,-12.32541
_202052_,01/08/2016,2016:214:11:09:28.7956770,2016:214:11:10:00.5656740,DAY,39.92,11.56768,-12.64262
_202053_,01/08/2016,2016:214:11:09:52.7078950,2016:214:11:10:24.4778920,DAY,73.24,10.12231,-12.95763
_202054_,01/08/2016,2016:214:11:10:16.6158770,2016:214:11:10:48.3858740,DAY,89.38,8.67693,-13.27064
_202055_,01/08/2016,2016:214:11:10:40.5238580,2016:214:11:11:12.2938550,DAY,98.73,7.23145,-13.58205
_204051_,30/07/2016,2016:212:11:21:26.2138570,2016:212:11:21:57.9838540,DAY,75.93,13.01265,-15.41713
_204052_,30/07/2016,2016:212:11:21:50.1260740,2016:212:11:22:21.8960710,DAY,9.86,11.56758,-15.73437
_199051_,27/07/2016,2016:209:10:50:31.6710280,2016:209:10:51:03.4410250,DAY,5.57,13.01235,-7.69415
_199052_,27/07/2016,2016:209:10:50:55.5747730,2016:209:10:51:27.3447700,DAY,15.56,11.56777,-8.01126
_199053_,27/07/2016,2016:209:10:51:19.4869910,2016:209:10:51:51.2569880,DAY,22.67,10.12241,-8.32626
_199054_,27/07/2016,2016:209:10:51:43.3949730,2016:209:10:52:15.1649690,DAY,74.35,8.67707,-8.63925
_199055_,27/07/2016,2016:209:10:52:07.3071900,2016:209:10:52:39.0771870,DAY,89.94,7.23129,-8.95067
_201051_,25/07/2016,2016:207:11:02:52.8996550,2016:207:11:03:24.6696520,DAY,82.04,13.01233,-10.78539
_201052_,25/07/2016,2016:207:11:03:16.8076370,2016:207:11:03:48.5776340,DAY,88.92,11.5675,-11.10255
_201053_,25/07/2016,2016:207:11:03:40.7113830,2016:207:11:04:12.4813800,DAY,94.79,10.12263,-11.41742
_201054_,25/07/2016,2016:207:11:04:04.6236000,2016:207:11:04:36.3935970,DAY,50.99,8.67704,-11.73049
_201055_,25/07/2016,2016:207:11:04:28.5400540,2016:207:11:05:00.3100510,DAY,35.5,7.23102,-12.04195
_203051_,23/07/2016,2016:205:11:15:14.0857610,2016:205:11:15:45.8557580,DAY,99.98,13.01264,-13.87645
_203052_,23/07/2016,2016:205:11:15:37.9979780,2016:205:11:16:09.7679750,DAY,6.88,11.56759,-14.19368
_203053_,23/07/2016,2016:205:11:16:01.9101960,2016:205:11:16:33.6801930,DAY,39.94,10.12221,-14.50868
_198052_,20/07/2016,2016:202:10:44:43.2179850,2016:202:10:45:14.9879810,DAY,27.71,11.56749,-6.47004
_198053_,20/07/2016,2016:202:10:45:07.1217300,2016:202:10:45:38.8917270,DAY,100,10.12264,-6.78492
_198054_,20/07/2016,2016:202:10:45:31.0339480,2016:202:10:46:02.8039450,DAY,99.99,8.67707,-7.09803
_198055_,20/07/2016,2016:202:10:45:54.9504010,2016:202:10:46:26.7203980,DAY,99.99,7.23107,-7.40955
_200051_,18/07/2016,2016:200:10:56:40.3355360,2016:200:10:57:12.1055330,DAY,28.45,13.01262,-9.24353
_200052_,18/07/2016,2016:200:10:57:04.2477540,2016:200:10:57:36.0177510,DAY,35.74,11.56753,-9.56079
_200053_,18/07/2016,2016:200:10:57:28.1514990,2016:200:10:57:59.9214960,DAY,67.52,10.1227,-9.87571
_200054_,18/07/2016,2016:200:10:57:52.0679530,2016:200:10:58:23.8379500,DAY,84.57,8.67684,-10.18887
_200055_,18/07/2016,2016:200:10:58:15.9759350,2016:200:10:58:47.7459320,DAY,92.75,7.23133,-10.50028
_202051_,16/07/2016,2016:198:11:09:01.3102150,2016:198:11:09:33.0802120,DAY,21.79,13.01253,-12.33402
_202052_,16/07/2016,2016:198:11:09:25.2181960,2016:198:11:09:56.9881930,DAY,29.77,11.56772,-12.65125
_202053_,16/07/2016,2016:198:11:09:49.1304140,2016:198:11:10:20.9004110,DAY,67.22,10.12233,-12.96628
_202054_,16/07/2016,2016:198:11:10:13.0383950,2016:198:11:10:44.8083920,DAY,68.08,8.67703,-13.27934
_202055_,16/07/2016,2016:198:11:10:36.9548490,2016:198:11:11:08.7248460,DAY,41.24,7.23101,-13.59085
_204051_,14/07/2016,2016:196:11:21:22.2426420,2016:196:11:21:54.0126380,DAY,48.65,13.0126,-15.4243
_204052_,14/07/2016,2016:196:11:21:46.1506230,2016:196:11:22:17.9206200,DAY,68.58,11.56778,-15.74149
_199051_,11/07/2016,2016:193:10:50:27.0562650,2016:193:10:50:58.8262610,DAY,12.16,13.01239,-7.69903
_199052_,11/07/2016,2016:193:10:50:50.9600100,2016:193:10:51:22.7300070,DAY,65.57,11.56783,-8.01613
_199053_,11/07/2016,2016:193:10:51:14.8722280,2016:193:10:51:46.6422250,DAY,40.69,10.12245,-8.33113
_199054_,11/07/2016,2016:193:10:51:38.7844450,2016:193:10:52:10.5544420,DAY,38.95,8.6769,-8.64425
_199055_,11/07/2016,2016:193:10:52:02.6924270,2016:193:10:52:34.4624240,DAY,81.18,7.2314,-8.95564
_201051_,09/07/2016,2016:191:11:02:47.8276720,2016:191:11:03:19.5976690,DAY,97.12,13.01252,-10.78865
_201052_,09/07/2016,2016:191:11:03:11.7398890,2016:191:11:03:43.5098860,DAY,98.66,11.56745,-11.10588
_201053_,09/07/2016,2016:191:11:03:35.6478710,2016:191:11:04:07.4178680,DAY,97.5,10.12233,-11.42083
_201054_,09/07/2016,2016:191:11:03:59.5600890,2016:191:11:04:31.3300850,DAY,76.63,8.67674,-11.73392
_201055_,09/07/2016,2016:191:11:04:23.4680700,2016:191:11:04:55.2380670,DAY,71.68,7.23127,-12.04535
_203051_,07/07/2016,2016:189:11:15:08.5524970,2016:189:11:15:40.3224940,DAY,49.12,13.01227,-13.87826
_203052_,07/07/2016,2016:189:11:15:32.4562430,2016:189:11:16:04.2262390,DAY,74.41,11.56767,-14.19538
_203053_,07/07/2016,2016:189:11:15:56.3642240,2016:189:11:16:28.1342210,DAY,75.27,10.1226,-14.51033
_198052_,04/07/2016,2016:186:10:44:36.9607730,2016:186:10:45:08.7307690,DAY,84.37,11.5677,-6.46915
_198053_,04/07/2016,2016:186:10:45:00.8687540,2016:186:10:45:32.6387510,DAY,96.81,10.12263,-6.78414
_198054_,04/07/2016,2016:186:10:45:24.7852080,2016:186:10:45:56.5552050,DAY,99.95,8.67681,-7.09732
_198055_,04/07/2016,2016:186:10:45:48.6974250,2016:186:10:46:20.4674220,DAY,99.96,7.23105,-7.40881
_200051_,02/07/2016,2016:184:10:56:33.6379200,2016:184:10:57:05.4079170,DAY,69.25,13.01234,-9.24112
_200052_,02/07/2016,2016:184:10:56:57.5459010,2016:184:10:57:29.3158980,DAY,56.65,11.56752,-9.55835
_200053_,02/07/2016,2016:184:10:57:21.4496470,2016:184:10:57:53.2196440,DAY,95.53,10.12269,-9.8733
_200054_,02/07/2016,2016:184:10:57:45.3661010,2016:184:10:58:17.1360970,DAY,93.3,8.67688,-10.18646
_200055_,02/07/2016,2016:184:10:58:09.2783180,2016:184:10:58:41.0483150,DAY,76.52,7.23114,-10.49795
_202051_,30/06/2016,2016:182:11:08:54.1763980,2016:182:11:09:25.9463940,DAY,100,13.01236,-12.33
_202052_,30/06/2016,2016:182:11:09:18.0843790,2016:182:11:09:49.8543760,DAY,83.24,11.56756,-12.64721
_202053_,30/06/2016,2016:182:11:09:41.9965970,2016:182:11:10:13.7665930,DAY,68.49,10.12223,-12.96226
_202054_,30/06/2016,2016:182:11:10:05.9045780,2016:182:11:10:37.6745750,DAY,95.08,8.67692,-13.27533
_202055_,30/06/2016,2016:182:11:10:29.8125600,2016:182:11:11:01.5825570,DAY,89.83,7.23142,-13.58676
_204051_,28/06/2016,2016:180:11:21:14.6978940,2016:180:11:21:46.4678910,DAY,30.93,13.01236,-15.41882
_204052_,28/06/2016,2016:180:11:21:38.6016400,2016:180:11:22:10.3716360,DAY,41.12,11.56782,-15.73596
_199051_,25/06/2016,2016:177:10:50:18.9230170,2016:177:10:50:50.6930140,DAY,26.51,13.01223,-7.69156
_199052_,25/06/2016,2016:177:10:50:42.8267630,2016:177:10:51:14.5967590,DAY,86.37,11.56768,-8.0087
_199053_,25/06/2016,2016:177:10:51:06.7347440,2016:177:10:51:38.5047410,DAY,99.95,10.12263,-8.32368
_199054_,25/06/2016,2016:177:10:51:30.6511980,2016:177:10:52:02.4211950,DAY,100,8.67682,-8.63682
_199055_,25/06/2016,2016:177:10:51:54.5634150,2016:177:10:52:26.3334120,DAY,80.63,7.23108,-8.94828
_201051_,23/06/2016,2016:175:11:02:39.3134160,2016:175:11:03:11.0834130,DAY,86.63,13.01248,-10.77993
_201052_,23/06/2016,2016:175:11:03:03.2213970,2016:175:11:03:34.9913940,DAY,91.85,11.56772,-11.09714
_201053_,23/06/2016,2016:175:11:03:27.1293790,2016:175:11:03:58.8993760,DAY,63.83,10.1226,-11.41209
_201054_,23/06/2016,2016:175:11:03:51.0415970,2016:175:11:04:22.8115930,DAY,26.18,8.67708,-11.72522
_201055_,23/06/2016,2016:175:11:04:14.9580500,2016:175:11:04:46.7280470,DAY,97.39,7.23108,-12.03675
_203051_,21/06/2016,2016:173:11:14:59.6571260,2016:173:11:15:31.4271230,DAY,19.29,13.0126,-13.86812
_203052_,21/06/2016,2016:173:11:15:23.5651070,2016:173:11:15:55.3351040,DAY,40.31,11.56784,-14.18536
_203053_,21/06/2016,2016:173:11:15:47.4815610,2016:173:11:16:19.2515580,DAY,76.91,10.12221,-14.50044
_198052_,18/06/2016,2016:170:10:44:27.5061010,2016:170:10:44:59.2760980,DAY,23.39,11.56773,-6.45698
_198053_,18/06/2016,2016:170:10:44:51.4140830,2016:170:10:45:23.1840800,DAY,40.11,10.12268,-6.77198
_198054_,18/06/2016,2016:170:10:45:15.3305370,2016:170:10:45:47.1005330,DAY,83.74,8.67689,-7.08518
_198055_,18/06/2016,2016:170:10:45:39.2385180,2016:170:10:46:11.0085150,DAY,82.9,7.23144,-7.39661
_200051_,16/06/2016,2016:168:10:56:23.9418320,2016:168:10:56:55.7118290,DAY,44.21,13.01233,-9.22801
_200052_,16/06/2016,2016:168:10:56:47.8455780,2016:168:10:57:19.6155750,DAY,72.84,11.56779,-9.54519
_200053_,16/06/2016,2016:168:10:57:11.7577960,2016:168:10:57:43.5277920,DAY,84.09,10.12244,-9.86025
_200054_,16/06/2016,2016:168:10:57:35.6700130,2016:168:10:58:07.4400100,DAY,81.16,8.67688,-10.17339
_200055_,16/06/2016,2016:168:10:57:59.5779950,2016:168:10:58:31.3479920,DAY,99.92,7.23141,-10.48484
_202051_,14/06/2016,2016:166:11:08:45.4801260,2016:166:11:09:17.2501220,DAY,1.92,13.0127,-12.3212
_202052_,14/06/2016,2016:166:11:09:09.3965790,2016:166:11:09:41.1665760,DAY,26.46,11.56739,-12.63854
_202053_,14/06/2016,2016:166:11:09:33.3045610,2016:166:11:10:05.0745580,DAY,86.41,10.12231,-12.95355
_202054_,14/06/2016,2016:166:11:09:57.2167780,2016:166:11:10:28.9867750,DAY,74.97,8.67675,-13.26668
_202055_,14/06/2016,2016:166:11:10:21.1247600,2016:166:11:10:52.8947570,DAY,96.57,7.23127,-13.57811
_204051_,12/06/2016,2016:164:11:21:06.9846380,2016:164:11:21:38.7546350,DAY,92.42,13.01257,-15.41437
_204052_,12/06/2016,2016:164:11:21:30.8968560,2016:164:11:22:02.6668520,DAY,90.16,11.56751,-15.73163
_199051_,09/06/2016,2016:161:10:50:12.6588380,2016:161:10:50:44.4288350,DAY,7.8,13.01244,-7.69354
_199052_,09/06/2016,2016:161:10:50:36.5625840,2016:161:10:51:08.3325810,DAY,45.19,11.56788,-8.01067
_199053_,09/06/2016,2016:161:10:51:00.4790380,2016:161:10:51:32.2490340,DAY,89.48,10.12232,-8.32578
_199054_,09/06/2016,2016:161:10:51:24.3912550,2016:161:10:51:56.1612520,DAY,81.11,8.67673,-8.63888
_199055_,09/06/2016,2016:161:10:51:48.2992370,2016:161:10:52:20.0692330,DAY,79.41,7.23128,-8.95033
_201051_,07/06/2016,2016:159:11:02:33.9982830,2016:159:11:03:05.7682800,DAY,0.01,13.01255,-10.78614
_201052_,07/06/2016,2016:159:11:02:57.9062650,2016:159:11:03:29.6762620,DAY,0.18,11.56777,-11.10336
_201053_,07/06/2016,2016:159:11:03:21.8142470,2016:159:11:03:53.5842430,DAY,24.07,10.12268,-11.41834
_201054_,07/06/2016,2016:159:11:03:45.7264640,2016:159:11:04:17.4964610,DAY,60.47,8.67716,-11.73151
_201055_,07/06/2016,2016:159:11:04:09.6429180,2016:159:11:04:41.4129140,DAY,68.19,7.23118,-12.04306
_203051_,05/06/2016,2016:157:11:14:55.2741900,2016:157:11:15:27.0441870,DAY,22.22,13.0126,-13.87847
_203052_,05/06/2016,2016:157:11:15:19.1821720,2016:157:11:15:50.9521680,DAY,53.55,11.56783,-14.19571
_203053_,05/06/2016,2016:157:11:15:43.0943890,2016:157:11:16:14.8643860,DAY,27.63,10.12249,-14.51078
_198052_,02/06/2016,2016:154:10:44:24.5047570,2016:154:10:44:56.2747540,DAY,0,11.56763,-6.47346
_198053_,02/06/2016,2016:154:10:44:48.4127380,2016:154:10:45:20.1827350,DAY,0,10.1226,-6.7885
_198054_,02/06/2016,2016:154:10:45:12.3291920,2016:154:10:45:44.0991890,DAY,9.81,8.67679,-7.10171
_198055_,02/06/2016,2016:154:10:45:36.2371740,2016:154:10:46:08.0071700,DAY,51.05,7.23137,-7.41318
_200051_,31/05/2016,2016:152:10:56:21.7031630,2016:152:10:56:53.4731600,DAY,1.22,13.01253,-9.24789
_200052_,31/05/2016,2016:152:10:56:45.6153810,2016:152:10:57:17.3853780,DAY,2.61,11.56748,-9.5652
_200053_,31/05/2016,2016:152:10:57:09.5275980,2016:152:10:57:41.2975950,DAY,37.99,10.1222,-9.88028
_200054_,31/05/2016,2016:152:10:57:33.4313440,2016:152:10:58:05.2013410,DAY,43.75,8.67716,-10.19331
_200055_,31/05/2016,2016:152:10:57:57.3520340,2016:152:10:58:29.1220300,DAY,47.12,7.23095,-10.50494
_202051_,29/05/2016,2016:150:11:08:42.7461500,2016:150:11:09:14.5161470,DAY,7.95,13.01264,-12.33938
_202052_,29/05/2016,2016:150:11:09:06.6541320,2016:150:11:09:38.4241290,DAY,38.83,11.56788,-12.65663
_202053_,29/05/2016,2016:150:11:09:30.5705850,2016:150:11:10:02.3405820,DAY,46.07,10.12233,-12.97176
_202054_,29/05/2016,2016:150:11:09:54.4828030,2016:150:11:10:26.2528000,DAY,73.46,8.67674,-13.28486
_202055_,29/05/2016,2016:150:11:10:18.3907840,2016:150:11:10:50.1607810,DAY,70.09,7.23131,-13.5963
_204051_,27/05/2016,2016:148:11:21:03.7424370,2016:148:11:21:35.5124330,DAY,16.35,13.01256,-15.43074
_204052_,27/05/2016,2016:148:11:21:27.6546540,2016:148:11:21:59.4246510,DAY,8.97,11.56751,-15.74803
_199051_,24/05/2016,2016:145:10:50:08.6330280,2016:145:10:50:40.4030250,DAY,18.87,13.01264,-7.70691
_199052_,24/05/2016,2016:145:10:50:32.5452460,2016:145:10:51:04.3152430,DAY,23.51,11.56758,-8.02419
_199053_,24/05/2016,2016:145:10:50:56.4574640,2016:145:10:51:28.2274600,DAY,25.56,10.12234,-8.3393
_199054_,24/05/2016,2016:145:10:51:20.3654450,2016:145:10:51:52.1354420,DAY,42.35,8.67699,-8.65235
_199055_,24/05/2016,2016:145:10:51:44.2818990,2016:145:10:52:16.0518950,DAY,61.91,7.23105,-8.96393
_201051_,22/05/2016,2016:143:11:02:29.4515170,2016:143:11:03:01.2215130,DAY,81.38,13.01258,-10.79742
_201052_,22/05/2016,2016:143:11:02:53.3637340,2016:143:11:03:25.1337310,DAY,36.4,11.56754,-11.11474
_201053_,22/05/2016,2016:143:11:03:17.2717160,2016:143:11:03:49.0417120,DAY,67.57,10.12249,-11.42979
_201054_,22/05/2016,2016:143:11:03:41.1839330,2016:143:11:04:12.9539300,DAY,99.93,8.67695,-11.74293
_201055_,22/05/2016,2016:143:11:04:05.1003870,2016:143:11:04:36.8703830,DAY,93.87,7.23098,-12.05451
_203051_,20/05/2016,2016:141:11:14:50.2066200,2016:141:11:15:21.9766170,DAY,77.28,13.01253,-13.88765
_203052_,20/05/2016,2016:141:11:15:14.1146020,2016:141:11:15:45.8845980,DAY,54.78,11.56776,-14.20493
_203053_,20/05/2016,2016:141:11:15:38.0268190,2016:141:11:16:09.7968160,DAY,29.66,10.12247,-14.52003
_198052_,17/05/2016,2016:138:10:44:18.6411620,2016:138:10:44:50.4111590,DAY,8.32,11.56782,-6.4795
_198053_,17/05/2016,2016:138:10:44:42.5533800,2016:138:10:45:14.3233760,DAY,17.69,10.1225,-6.79461
_198054_,17/05/2016,2016:138:10:45:06.4698330,2016:138:10:45:38.2398300,DAY,32.85,8.67674,-7.10785
_198055_,17/05/2016,2016:138:10:45:30.3778150,2016:138:10:46:02.1478110,DAY,66.52,7.23129,-7.41935
_200051_,15/05/2016,2016:136:10:56:15.2975500,2016:136:10:56:47.0675470,DAY,21.41,13.01234,-9.25189
_200052_,15/05/2016,2016:136:10:56:39.2012960,2016:136:10:57:10.9712920,DAY,10.38,11.56783,-9.56914
_200053_,15/05/2016,2016:136:10:57:03.1177490,2016:136:10:57:34.8877460,DAY,34.92,10.12228,-9.88428
_200054_,15/05/2016,2016:136:10:57:27.0257310,2016:136:10:57:58.7957280,DAY,59.44,8.67694,-10.19738
_200055_,15/05/2016,2016:136:10:57:50.9379480,2016:136:10:58:22.7079450,DAY,66.58,7.23127,-10.50893
_202051_,13/05/2016,2016:134:11:08:35.7687530,2016:134:11:09:07.5387500,DAY,70.89,13.01265,-12.34116
_202052_,13/05/2016,2016:134:11:08:59.6852070,2016:134:11:09:31.4552030,DAY,65.3,11.56739,-12.65856
_202053_,13/05/2016,2016:134:11:09:23.5931880,2016:134:11:09:55.3631850,DAY,32.69,10.12233,-12.97359
_202054_,13/05/2016,2016:134:11:09:47.5054060,2016:134:11:10:19.2754020,DAY,84.15,8.67678,-13.28676
_202055_,13/05/2016,2016:134:11:10:11.4133870,2016:134:11:10:43.1833840,DAY,100,7.23129,-13.59819
_204051_,11/05/2016,2016:132:11:20:57.7607840,2016:132:11:21:29.5307810,DAY,0.13,13.01232,-15.43701
_204052_,11/05/2016,2016:132:11:21:21.6687660,2016:132:11:21:53.4387630,DAY,30.47,11.56749,-15.75427
_199051_,08/05/2016,2016:129:10:50:05.9643080,2016:129:10:50:37.7343040,DAY,9.54,13.01226,-7.72753
_199052_,08/05/2016,2016:129:10:50:29.8680530,2016:129:10:51:01.6380500,DAY,20.25,11.56766,-8.04474
_199053_,08/05/2016,2016:129:10:50:53.7760350,2016:129:10:51:25.5460310,DAY,17.67,10.12255,-8.35982
_199054_,08/05/2016,2016:129:10:51:17.6924880,2016:129:10:51:49.4624850,DAY,33.44,8.67675,-8.67308
_199055_,08/05/2016,2016:129:10:51:41.6004700,2016:129:10:52:13.3704670,DAY,49.71,7.23119,-8.98453
_201051_,06/05/2016,2016:127:11:02:28.8923520,2016:127:11:03:00.6623490,DAY,89.68,13.01237,-10.82712
_201052_,06/05/2016,2016:127:11:02:52.7960980,2016:127:11:03:24.5660950,DAY,96.41,11.5678,-11.1444
_201053_,06/05/2016,2016:127:11:03:16.7083160,2016:127:11:03:48.4783120,DAY,71.97,10.12243,-11.45954
_201054_,06/05/2016,2016:127:11:03:40.6205330,2016:127:11:04:12.3905300,DAY,85.87,8.67684,-11.77274
_201055_,06/05/2016,2016:127:11:04:04.5327500,2016:127:11:04:36.3027470,DAY,93.99,7.23108,-12.0843
_203051_,04/05/2016,2016:125:11:14:51.7399550,2016:125:11:15:23.5099520,DAY,14.63,13.01244,-13.9264
_203052_,04/05/2016,2016:125:11:15:15.6437010,2016:125:11:15:47.4136970,DAY,57.07,11.56788,-14.24366
_203053_,04/05/2016,2016:125:11:15:39.5559180,2016:125:11:16:11.3259150,DAY,79.51,10.12252,-14.5588
_198052_,01/05/2016,2016:122:10:44:21.2759360,2016:122:10:44:53.0459330,DAY,1.16,11.56761,-6.52514
_198053_,01/05/2016,2016:122:10:44:45.1839170,2016:122:10:45:16.9539140,DAY,1.78,10.12242,-6.83923
_198054_,01/05/2016,2016:122:10:45:09.0918990,2016:122:10:45:40.8618950,DAY,5.6,8.67699,-7.1514
_198055_,01/05/2016,2016:122:10:45:32.9998800,2016:122:10:46:04.7698770,DAY,51.48,7.23139,-7.46192
_200051_,29/04/2016,2016:120:10:56:17.0470970,2016:120:10:56:48.8170940,DAY,0,13.01226,-9.28624
_200052_,29/04/2016,2016:120:10:56:40.9466070,2016:120:10:57:12.7166040,DAY,0.12,11.56784,-9.6024
_200053_,29/04/2016,2016:120:10:57:04.8588240,2016:120:10:57:36.6288210,DAY,1.89,10.12237,-9.91653
_200054_,29/04/2016,2016:120:10:57:28.7625700,2016:120:10:58:00.5325670,DAY,8.6,8.6772,-10.22863
_200055_,29/04/2016,2016:120:10:57:52.6790230,2016:120:10:58:24.4490200,DAY,16.72,7.23108,-10.53927
_202051_,27/04/2016,2016:118:11:08:36.6458150,2016:118:11:09:08.4158120,DAY,23.31,13.01264,-12.3631
_202052_,27/04/2016,2016:118:11:09:00.5537970,2016:118:11:09:32.3237930,DAY,39.84,11.56771,-12.6794
_202053_,27/04/2016,2016:118:11:09:24.4617780,2016:118:11:09:56.2317750,DAY,33.74,10.12252,-12.99346
_202054_,27/04/2016,2016:118:11:09:48.3697600,2016:118:11:10:20.1397560,DAY,10.52,8.67707,-13.30563
_202055_,27/04/2016,2016:118:11:10:12.2862130,2016:118:11:10:44.0562100,DAY,13.1,7.23095,-13.61627
_204051_,25/04/2016,2016:116:11:20:56.1979840,2016:116:11:21:27.9679800,DAY,5.14,13.01253,-15.43979
_204052_,25/04/2016,2016:116:11:21:20.1017290,2016:116:11:21:51.8717260,DAY,0.68,11.56786,-15.75604
_199051_,22/04/2016,2016:113:10:50:02.9616500,2016:113:10:50:34.7316470,DAY,0.2,13.01238,-7.71072
_199052_,22/04/2016,2016:113:10:50:26.8696320,2016:113:10:50:58.6396280,DAY,0.94,11.56739,-8.02704
_199053_,22/04/2016,2016:113:10:50:50.7691410,2016:113:10:51:22.5391380,DAY,0.12,10.12265,-8.34106
_199054_,22/04/2016,2016:113:10:51:14.6813590,2016:113:10:51:46.4513550,DAY,16.95,8.67688,-8.65331
_199055_,22/04/2016,2016:113:10:51:38.5893400,2016:113:10:52:10.3593370,DAY,47.13,7.23123,-8.96392
_201051_,20/04/2016,2016:111:11:02:25.6402340,2016:111:11:02:57.4102310,DAY,0,13.0126,-10.8004
_201052_,20/04/2016,2016:111:11:02:49.5439800,2016:111:11:03:21.3139760,DAY,0.98,11.56786,-11.11671
_201053_,20/04/2016,2016:111:11:03:13.4519610,2016:111:11:03:45.2219580,DAY,10.5,10.12258,-11.43086
_201054_,20/04/2016,2016:111:11:03:37.3641790,2016:111:11:04:09.1341750,DAY,5.11,8.67687,-11.74314
_201055_,20/04/2016,2016:111:11:04:01.2679240,2016:111:11:04:33.0379210,DAY,24.32,7.23141,-12.05366
_203051_,18/04/2016,2016:109:11:14:48.2720640,2016:109:11:15:20.0420610,DAY,0,13.0124,-13.8901
_203052_,18/04/2016,2016:109:11:15:12.1715740,2016:109:11:15:43.9415700,DAY,8.83,11.56784,-14.20633
_203053_,18/04/2016,2016:109:11:15:36.0795550,2016:109:11:16:07.8495520,DAY,64.15,10.12265,-14.5205
_198052_,15/04/2016,2016:106:10:44:19.5408250,2016:106:10:44:51.3108220,DAY,0.24,11.56748,-6.48033
_198053_,15/04/2016,2016:106:10:44:43.4488060,2016:106:10:45:15.2188030,DAY,4.95,10.12222,-6.79447
_198054_,15/04/2016,2016:106:10:45:07.3567880,2016:106:10:45:39.1267840,DAY,31.43,8.67674,-7.10668
_198055_,15/04/2016,2016:106:10:45:31.2647690,2016:106:10:46:03.0347660,DAY,93.83,7.23107,-7.41728
_200051_,13/04/2016,2016:104:10:56:18.0526640,2016:104:10:56:49.8226610,DAY,0.06,13.01266,-9.25315
_200052_,13/04/2016,2016:104:10:56:41.9606460,2016:104:10:57:13.7306430,DAY,13.07,11.56768,-9.56947
_200053_,13/04/2016,2016:104:10:57:05.8686280,2016:104:10:57:37.6386240,DAY,5.38,10.12241,-9.88361
_200054_,13/04/2016,2016:104:10:57:29.7723730,2016:104:10:58:01.5423700,DAY,25.91,8.6772,-10.19576
_200055_,13/04/2016,2016:104:10:57:53.6888270,2016:104:10:58:25.4588230,DAY,61.6,7.23101,-10.50646
_202051_,11/04/2016,2016:102:11:08:40.3792970,2016:102:11:09:12.1492940,DAY,9.25,13.01255,-12.34199
_202052_,11/04/2016,2016:102:11:09:04.2830430,2016:102:11:09:36.0530390,DAY,4.24,11.56783,-12.65826
_202053_,11/04/2016,2016:102:11:09:28.1910240,2016:102:11:09:59.9610210,DAY,36.94,10.12259,-12.97241
_202054_,11/04/2016,2016:102:11:09:52.0990060,2016:102:11:10:23.8690030,DAY,52.46,8.67707,-13.2846
_202055_,11/04/2016,2016:102:11:10:16.0069870,2016:102:11:10:47.7769840,DAY,29.27,7.23144,-13.59522
_204051_,09/04/2016,2016:100:11:21:02.6424760,2016:100:11:21:34.4124730,DAY,0.01,13.01258,-15.43045
_204052_,09/04/2016,2016:100:11:21:26.5462220,2016:100:11:21:58.3162180,DAY,0.96,11.56787,-15.74674
_199051_,06/04/2016,2016:097:10:50:09.4228430,2016:097:10:50:41.1928400,DAY,0.98,13.0126,-7.70201
_199052_,06/04/2016,2016:097:10:50:33.3308250,2016:097:10:51:05.1008210,DAY,12.71,11.56764,-8.01839
_199053_,06/04/2016,2016:097:10:50:57.2345700,2016:097:10:51:29.0045670,DAY,22.67,10.12266,-8.33251
_199054_,06/04/2016,2016:097:10:51:21.1467880,2016:097:10:51:52.9167840,DAY,14.54,8.67694,-8.64485
_199055_,06/04/2016,2016:097:10:51:45.0547690,2016:097:10:52:16.8247660,DAY,4.75,7.2313,-8.95549
_201051_,04/04/2016,2016:095:11:02:31.4616480,2016:095:11:03:03.2316440,DAY,0,13.0126,-10.78957
_201052_,04/04/2016,2016:095:11:02:55.3696290,2016:095:11:03:27.1396260,DAY,0.62,11.56764,-11.10599
